dataset,series_id,item_id,origin,step,timestamp,actual
chronos_m1_yearly,3:target,3:target::origin=1,1,-17,1974-12-31 00:00:00,5774.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-16,1975-12-31 00:00:00,7650.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-15,1976-12-31 00:00:00,9271.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-14,1977-12-31 00:00:00,21447.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-13,1978-12-31 00:00:00,28998.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-12,1979-12-31 00:00:00,40991.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-11,1980-12-31 00:00:00,69030.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-10,1981-12-31 00:00:00,53926.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-9,1982-12-31 00:00:00,81376.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-8,1983-12-31 00:00:00,50023.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-7,1984-12-31 00:00:00,170673.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-6,1985-12-31 00:00:00,161909.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-5,1986-12-31 00:00:00,199636.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-4,1987-12-31 00:00:00,233006.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-3,1988-12-31 00:00:00,214539.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-2,1989-12-31 00:00:00,208055.0
chronos_m1_yearly,3:target,3:target::origin=1,1,-1,1990-12-31 00:00:00,251314.0
chronos_m1_yearly,3:target,3:target::origin=2,2,-11,1974-12-31 00:00:00,5774.0
chronos_m1_yearly,3:target,3:target::origin=2,2,-10,1975-12-31 00:00:00,7650.0
chronos_m1_yearly,3:target,3:target::origin=2,2,-9,1976-12-31 00:00:00,9271.0
chronos_m1_yearly,3:target,3:target::origin=2,2,-8,1977-12-31 00:00:00,21447.0
chronos_m1_yearly,3:target,3:target::origin=2,2,-7,1978-12-31 00:00:00,28998.0
chronos_m1_yearly,3:target,3:target::origin=2,2,-6,1979-12-31 00:00:00,40991.0
chronos_m1_yearly,3:target,3:target::origin=2,2,-5,1980-12-31 00:00:00,69030.0
chronos_m1_yearly,3:target,3:target::origin=2,2,-4,1981-12-31 00:00:00,53926.0
chronos_m1_yearly,3:target,3:target::origin=2,2,-3,1982-12-31 00:00:00,81376.0
chronos_m1_yearly,3:target,3:target::origin=2,2,-2,1983-12-31 00:00:00,50023.0
chronos_m1_yearly,3:target,3:target::origin=2,2,-1,1984-12-31 00:00:00,170673.0
chronos_m1_yearly,9:target,9:target::origin=0,0,-18,1989-12-31 00:00:00,38.15999984741211
chronos_m1_yearly,9:target,9:target::origin=0,0,-17,1990-12-31 00:00:00,39.9900016784668
chronos_m1_yearly,9:target,9:target::origin=0,0,-16,1991-12-31 00:00:00,40.380001068115234
chronos_m1_yearly,9:target,9:target::origin=0,0,-15,1992-12-31 00:00:00,44.97999954223633
chronos_m1_yearly,9:target,9:target::origin=0,0,-14,1993-12-31 00:00:00,48.9900016784668
chronos_m1_yearly,9:target,9:target::origin=0,0,-13,1994-12-31 00:00:00,50.619998931884766
chronos_m1_yearly,9:target,9:target::origin=0,0,-12,1995-12-31 00:00:00,51.790000915527344
chronos_m1_yearly,9:target,9:target::origin=0,0,-11,1996-12-31 00:00:00,54.25
chronos_m1_yearly,9:target,9:target::origin=0,0,-10,1997-12-31 00:00:00,52.65999984741211
chronos_m1_yearly,9:target,9:target::origin=0,0,-9,1998-12-31 00:00:00,56.86000061035156
chronos_m1_yearly,9:target,9:target::origin=0,0,-8,1999-12-31 00:00:00,55.11000061035156
chronos_m1_yearly,9:target,9:target::origin=0,0,-7,2000-12-31 00:00:00,43.619998931884766
chronos_m1_yearly,9:target,9:target::origin=0,0,-6,2001-12-31 00:00:00,39.45000076293945
chronos_m1_yearly,9:target,9:target::origin=0,0,-5,2002-12-31 00:00:00,41.41999816894531
chronos_m1_yearly,9:target,9:target::origin=0,0,-4,2003-12-31 00:00:00,39.66999816894531
chronos_m1_yearly,9:target,9:target::origin=0,0,-3,2004-12-31 00:00:00,47.119998931884766
chronos_m1_yearly,9:target,9:target::origin=0,0,-2,2005-12-31 00:00:00,50.61000061035156
chronos_m1_yearly,9:target,9:target::origin=0,0,-1,2006-12-31 00:00:00,53.93000030517578
chronos_m1_yearly,9:target,9:target::origin=1,1,-18,1983-12-31 00:00:00,27.40999984741211
chronos_m1_yearly,9:target,9:target::origin=1,1,-17,1984-12-31 00:00:00,28.059999465942383
chronos_m1_yearly,9:target,9:target::origin=1,1,-16,1985-12-31 00:00:00,30.770000457763672
chronos_m1_yearly,9:target,9:target::origin=1,1,-15,1986-12-31 00:00:00,32.689998626708984
chronos_m1_yearly,9:target,9:target::origin=1,1,-14,1987-12-31 00:00:00,32.59000015258789
chronos_m1_yearly,9:target,9:target::origin=1,1,-13,1988-12-31 00:00:00,36.02000045776367
chronos_m1_yearly,9:target,9:target::origin=1,1,-12,1989-12-31 00:00:00,38.15999984741211
chronos_m1_yearly,9:target,9:target::origin=1,1,-11,1990-12-31 00:00:00,39.9900016784668
chronos_m1_yearly,9:target,9:target::origin=1,1,-10,1991-12-31 00:00:00,40.380001068115234
chronos_m1_yearly,9:target,9:target::origin=1,1,-9,1992-12-31 00:00:00,44.97999954223633
chronos_m1_yearly,9:target,9:target::origin=1,1,-8,1993-12-31 00:00:00,48.9900016784668
chronos_m1_yearly,9:target,9:target::origin=1,1,-7,1994-12-31 00:00:00,50.619998931884766
chronos_m1_yearly,9:target,9:target::origin=1,1,-6,1995-12-31 00:00:00,51.790000915527344
chronos_m1_yearly,9:target,9:target::origin=1,1,-5,1996-12-31 00:00:00,54.25
chronos_m1_yearly,9:target,9:target::origin=1,1,-4,1997-12-31 00:00:00,52.65999984741211
chronos_m1_yearly,9:target,9:target::origin=1,1,-3,1998-12-31 00:00:00,56.86000061035156
chronos_m1_yearly,9:target,9:target::origin=1,1,-2,1999-12-31 00:00:00,55.11000061035156
chronos_m1_yearly,9:target,9:target::origin=1,1,-1,2000-12-31 00:00:00,43.619998931884766
chronos_m1_yearly,9:target,9:target::origin=2,2,-18,1977-12-31 00:00:00,19.1299991607666
chronos_m1_yearly,9:target,9:target::origin=2,2,-17,1978-12-31 00:00:00,21.670000076293945
chronos_m1_yearly,9:target,9:target::origin=2,2,-16,1979-12-31 00:00:00,21.170000076293945
chronos_m1_yearly,9:target,9:target::origin=2,2,-15,1980-12-31 00:00:00,23.3700008392334
chronos_m1_yearly,9:target,9:target::origin=2,2,-14,1981-12-31 00:00:00,25.360000610351562
chronos_m1_yearly,9:target,9:target::origin=2,2,-13,1982-12-31 00:00:00,27.450000762939453
chronos_m1_yearly,9:target,9:target::origin=2,2,-12,1983-12-31 00:00:00,27.40999984741211
chronos_m1_yearly,9:target,9:target::origin=2,2,-11,1984-12-31 00:00:00,28.059999465942383
chronos_m1_yearly,9:target,9:target::origin=2,2,-10,1985-12-31 00:00:00,30.770000457763672
chronos_m1_yearly,9:target,9:target::origin=2,2,-9,1986-12-31 00:00:00,32.689998626708984
chronos_m1_yearly,9:target,9:target::origin=2,2,-8,1987-12-31 00:00:00,32.59000015258789
chronos_m1_yearly,9:target,9:target::origin=2,2,-7,1988-12-31 00:00:00,36.02000045776367
chronos_m1_yearly,9:target,9:target::origin=2,2,-6,1989-12-31 00:00:00,38.15999984741211
chronos_m1_yearly,9:target,9:target::origin=2,2,-5,1990-12-31 00:00:00,39.9900016784668
chronos_m1_yearly,9:target,9:target::origin=2,2,-4,1991-12-31 00:00:00,40.380001068115234
chronos_m1_yearly,9:target,9:target::origin=2,2,-3,1992-12-31 00:00:00,44.97999954223633
chronos_m1_yearly,9:target,9:target::origin=2,2,-2,1993-12-31 00:00:00,48.9900016784668
chronos_m1_yearly,9:target,9:target::origin=2,2,-1,1994-12-31 00:00:00,50.619998931884766
chronos_m1_yearly,13:target,13:target::origin=0,0,-18,1979-12-31 00:00:00,9717.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-17,1980-12-31 00:00:00,27319.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-16,1981-12-31 00:00:00,42528.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-15,1982-12-31 00:00:00,75036.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-14,1983-12-31 00:00:00,99206.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-13,1984-12-31 00:00:00,148432.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-12,1985-12-31 00:00:00,169532.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-11,1986-12-31 00:00:00,291222.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-10,1987-12-31 00:00:00,341360.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-9,1988-12-31 00:00:00,421484.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-8,1989-12-31 00:00:00,595368.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-7,1990-12-31 00:00:00,583326.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-6,1991-12-31 00:00:00,655035.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-5,1992-12-31 00:00:00,752561.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-4,1993-12-31 00:00:00,881158.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-3,1994-12-31 00:00:00,836680.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-2,1995-12-31 00:00:00,815451.0
chronos_m1_yearly,13:target,13:target::origin=0,0,-1,1996-12-31 00:00:00,866498.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-15,1976-12-31 00:00:00,23180.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-14,1977-12-31 00:00:00,21827.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-13,1978-12-31 00:00:00,32567.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-12,1979-12-31 00:00:00,9717.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-11,1980-12-31 00:00:00,27319.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-10,1981-12-31 00:00:00,42528.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-9,1982-12-31 00:00:00,75036.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-8,1983-12-31 00:00:00,99206.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-7,1984-12-31 00:00:00,148432.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-6,1985-12-31 00:00:00,169532.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-5,1986-12-31 00:00:00,291222.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-4,1987-12-31 00:00:00,341360.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-3,1988-12-31 00:00:00,421484.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-2,1989-12-31 00:00:00,595368.0
chronos_m1_yearly,13:target,13:target::origin=1,1,-1,1990-12-31 00:00:00,583326.0
chronos_m1_yearly,13:target,13:target::origin=2,2,-9,1976-12-31 00:00:00,23180.0
chronos_m1_yearly,13:target,13:target::origin=2,2,-8,1977-12-31 00:00:00,21827.0
chronos_m1_yearly,13:target,13:target::origin=2,2,-7,1978-12-31 00:00:00,32567.0
chronos_m1_yearly,13:target,13:target::origin=2,2,-6,1979-12-31 00:00:00,9717.0
chronos_m1_yearly,13:target,13:target::origin=2,2,-5,1980-12-31 00:00:00,27319.0
chronos_m1_yearly,13:target,13:target::origin=2,2,-4,1981-12-31 00:00:00,42528.0
chronos_m1_yearly,13:target,13:target::origin=2,2,-3,1982-12-31 00:00:00,75036.0
chronos_m1_yearly,13:target,13:target::origin=2,2,-2,1983-12-31 00:00:00,99206.0
chronos_m1_yearly,13:target,13:target::origin=2,2,-1,1984-12-31 00:00:00,148432.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-18,1976-12-31 00:00:00,70608.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-17,1977-12-31 00:00:00,86077.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-16,1978-12-31 00:00:00,100525.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-15,1979-12-31 00:00:00,121461.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-14,1980-12-31 00:00:00,120460.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-13,1981-12-31 00:00:00,157851.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-12,1982-12-31 00:00:00,176392.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-11,1983-12-31 00:00:00,219000.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-10,1984-12-31 00:00:00,269540.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-9,1985-12-31 00:00:00,367673.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-8,1986-12-31 00:00:00,461099.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-7,1987-12-31 00:00:00,484684.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-6,1988-12-31 00:00:00,349699.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-5,1989-12-31 00:00:00,499888.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-4,1990-12-31 00:00:00,588478.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-3,1991-12-31 00:00:00,476008.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-2,1992-12-31 00:00:00,504507.0
chronos_m1_yearly,17:target,17:target::origin=0,0,-1,1993-12-31 00:00:00,666224.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-16,1972-12-31 00:00:00,5.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-15,1973-12-31 00:00:00,8536.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-14,1974-12-31 00:00:00,18971.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-13,1975-12-31 00:00:00,32850.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-12,1976-12-31 00:00:00,70608.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-11,1977-12-31 00:00:00,86077.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-10,1978-12-31 00:00:00,100525.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-9,1979-12-31 00:00:00,121461.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-8,1980-12-31 00:00:00,120460.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-7,1981-12-31 00:00:00,157851.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-6,1982-12-31 00:00:00,176392.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-5,1983-12-31 00:00:00,219000.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-4,1984-12-31 00:00:00,269540.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-3,1985-12-31 00:00:00,367673.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-2,1986-12-31 00:00:00,461099.0
chronos_m1_yearly,17:target,17:target::origin=1,1,-1,1987-12-31 00:00:00,484684.0
chronos_m1_yearly,17:target,17:target::origin=2,2,-10,1972-12-31 00:00:00,5.0
chronos_m1_yearly,17:target,17:target::origin=2,2,-9,1973-12-31 00:00:00,8536.0
chronos_m1_yearly,17:target,17:target::origin=2,2,-8,1974-12-31 00:00:00,18971.0
chronos_m1_yearly,17:target,17:target::origin=2,2,-7,1975-12-31 00:00:00,32850.0
chronos_m1_yearly,17:target,17:target::origin=2,2,-6,1976-12-31 00:00:00,70608.0
chronos_m1_yearly,17:target,17:target::origin=2,2,-5,1977-12-31 00:00:00,86077.0
chronos_m1_yearly,17:target,17:target::origin=2,2,-4,1978-12-31 00:00:00,100525.0
chronos_m1_yearly,17:target,17:target::origin=2,2,-3,1979-12-31 00:00:00,121461.0
chronos_m1_yearly,17:target,17:target::origin=2,2,-2,1980-12-31 00:00:00,120460.0
chronos_m1_yearly,17:target,17:target::origin=2,2,-1,1981-12-31 00:00:00,157851.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-18,1992-12-31 00:00:00,2846.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-17,1993-12-31 00:00:00,3442.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-16,1994-12-31 00:00:00,2220.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-15,1995-12-31 00:00:00,2800.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-14,1996-12-31 00:00:00,2383.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-13,1997-12-31 00:00:00,2073.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-12,1998-12-31 00:00:00,1798.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-11,1999-12-31 00:00:00,2418.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-10,2000-12-31 00:00:00,2328.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-9,2001-12-31 00:00:00,1665.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-8,2002-12-31 00:00:00,2388.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-7,2003-12-31 00:00:00,2089.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-6,2004-12-31 00:00:00,2841.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-5,2005-12-31 00:00:00,3044.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-4,2006-12-31 00:00:00,2952.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-3,2007-12-31 00:00:00,2116.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-2,2008-12-31 00:00:00,2938.0
chronos_m1_yearly,27:target,27:target::origin=0,0,-1,2009-12-31 00:00:00,3482.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-18,1986-12-31 00:00:00,1056.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-17,1987-12-31 00:00:00,1775.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-16,1988-12-31 00:00:00,2471.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-15,1989-12-31 00:00:00,1545.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-14,1990-12-31 00:00:00,2901.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-13,1991-12-31 00:00:00,4419.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-12,1992-12-31 00:00:00,2846.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-11,1993-12-31 00:00:00,3442.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-10,1994-12-31 00:00:00,2220.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-9,1995-12-31 00:00:00,2800.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-8,1996-12-31 00:00:00,2383.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-7,1997-12-31 00:00:00,2073.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-6,1998-12-31 00:00:00,1798.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-5,1999-12-31 00:00:00,2418.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-4,2000-12-31 00:00:00,2328.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-3,2001-12-31 00:00:00,1665.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-2,2002-12-31 00:00:00,2388.0
chronos_m1_yearly,27:target,27:target::origin=1,1,-1,2003-12-31 00:00:00,2089.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-18,1980-12-31 00:00:00,3554.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-17,1981-12-31 00:00:00,3046.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-16,1982-12-31 00:00:00,1807.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-15,1983-12-31 00:00:00,1380.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-14,1984-12-31 00:00:00,1911.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-13,1985-12-31 00:00:00,3342.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-12,1986-12-31 00:00:00,1056.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-11,1987-12-31 00:00:00,1775.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-10,1988-12-31 00:00:00,2471.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-9,1989-12-31 00:00:00,1545.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-8,1990-12-31 00:00:00,2901.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-7,1991-12-31 00:00:00,4419.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-6,1992-12-31 00:00:00,2846.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-5,1993-12-31 00:00:00,3442.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-4,1994-12-31 00:00:00,2220.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-3,1995-12-31 00:00:00,2800.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-2,1996-12-31 00:00:00,2383.0
chronos_m1_yearly,27:target,27:target::origin=2,2,-1,1997-12-31 00:00:00,2073.0
chronos_m1_yearly,30:target,30:target::origin=0,0,-18,1981-12-31 00:00:00,109.9000015258789
chronos_m1_yearly,30:target,30:target::origin=0,0,-17,1982-12-31 00:00:00,119.30000305175781
chronos_m1_yearly,30:target,30:target::origin=0,0,-16,1983-12-31 00:00:00,119.30000305175781
chronos_m1_yearly,30:target,30:target::origin=0,0,-15,1984-12-31 00:00:00,121.0999984741211
chronos_m1_yearly,30:target,30:target::origin=0,0,-14,1985-12-31 00:00:00,110.5
chronos_m1_yearly,30:target,30:target::origin=0,0,-13,1986-12-31 00:00:00,100.80000305175781
chronos_m1_yearly,30:target,30:target::origin=0,0,-12,1987-12-31 00:00:00,101.5
chronos_m1_yearly,30:target,30:target::origin=0,0,-11,1988-12-31 00:00:00,102.4000015258789
chronos_m1_yearly,30:target,30:target::origin=0,0,-10,1989-12-31 00:00:00,96.0
