dataset,series_id,item_id,origin,model,repetition,seed,forecast_distribution,step,timestamp,actual,point_forecast,mean_forecast,q_10,q_20,q_30,q_40,q_50,q_60,q_70,q_80,q_90
chronos_m1_yearly,90:target,90:target::origin=0,0,arima_2_1_2,0,148919152,gaussian,5,1993-12-31 00:00:00,4.710000038146973,4.190011501312256,4.190011501312256,3.223345994949341,3.555182456970215,3.794459819793701,3.998913526535034,4.190011501312256,4.381109714508057,4.5855631828308105,4.824840545654297,5.156676769256592
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,0,1988-12-31 00:00:00,3.4800000190734863,4.080779552459717,4.080779552459717,3.9912877082824707,4.022008419036865,4.04416036605835,4.0630879402160645,4.080779552459717,4.098471164703369,4.117398738861084,4.139550685882568,4.170271396636963
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,1,1989-12-31 00:00:00,3.6500000953674316,5.092611312866211,5.092611312866211,5.003436088562012,5.034048080444336,5.056121349334717,5.074982643127441,5.092611312866211,5.1102399826049805,5.129101276397705,5.151174545288086,5.18178653717041
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,2,1990-12-31 00:00:00,4.480000019073486,6.778173923492432,6.778173923492432,6.671011924743652,6.707798480987549,6.734323978424072,6.756989479064941,6.778173923492432,6.799358367919922,6.822023868560791,6.8485493659973145,6.885335922241211
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,3,1991-12-31 00:00:00,4.380000114440918,9.526941299438477,9.526941299438477,9.382458686828613,9.432056427001953,9.467820167541504,9.49837875366211,9.526941299438477,9.555503845214844,9.58606243133545,9.621826171875,9.67142391204834
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,4,1992-12-31 00:00:00,4.809999942779541,14.009553909301758,14.009553909301758,13.795424461364746,13.86893081665039,13.921934127807617,13.967223167419434,14.009553909301758,14.051884651184082,14.097173690795898,14.150177001953125,14.22368335723877
chronos_m1_yearly,90:target,90:target::origin=0,0,auto_arima,0,2681911482,gaussian,5,1993-12-31 00:00:00,4.710000038146973,21.319671630859375,21.319671630859375,20.984600067138672,21.09962272644043,21.18256187438965,21.25343132019043,21.319671630859375,21.38591194152832,21.4567813873291,21.53972053527832,21.654743194580078
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,0,1988-12-31 00:00:00,3.4800000190734863,3.1168007850646973,3.1083319187164307,2.9420969486236572,3.0134737491607666,3.049823045730591,3.0835399627685547,3.1168007850646973,3.1425795555114746,3.1781818866729736,3.204312562942505,3.2405099868774414
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,1,1989-12-31 00:00:00,3.6500000953674316,3.2615180015563965,3.258089780807495,3.092205762863159,3.1644039154052734,3.192768096923828,3.229032516479492,3.2615180015563965,3.2950491905212402,3.319263219833374,3.3537983894348145,3.4210968017578125
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,2,1990-12-31 00:00:00,4.480000019073486,3.4070544242858887,3.4207427501678467,3.2593467235565186,3.3180973529815674,3.341477155685425,3.3768630027770996,3.4070544242858887,3.431854009628296,3.481588363647461,3.515537738800049,3.5825815200805664
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,3,1991-12-31 00:00:00,4.380000114440918,3.5939667224884033,3.596224784851074,3.4442086219787598,3.4939498901367188,3.5359554290771484,3.565747022628784,3.5939667224884033,3.6328113079071045,3.6634328365325928,3.699080467224121,3.7659988403320312
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,4,1992-12-31 00:00:00,4.809999942779541,3.5147018432617188,3.511033535003662,3.3713598251342773,3.407897472381592,3.44870662689209,3.48191237449646,3.5147018432617188,3.537287950515747,3.562633514404297,3.620072364807129,3.668835401535034
chronos_m1_yearly,90:target,90:target::origin=0,0,prophet,0,3358925276,samples,5,1993-12-31 00:00:00,4.710000038146973,3.6746506690979004,3.6607913970947266,3.513129711151123,3.58455228805542,3.6197426319122314,3.6541812419891357,3.6746506690979004,3.7009737491607666,3.733766794204712,3.7788286209106445,3.8202390670776367
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,0,1988-12-31 00:00:00,3.4800000190734863,3.776893138885498,3.7649776935577393,3.6962673664093018,3.7192161083221436,3.7440805435180664,3.760354995727539,3.776893138885498,3.785869836807251,3.795745372772217,3.807527542114258,3.827749729156494
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,1,1989-12-31 00:00:00,3.6500000953674316,3.9129655361175537,3.9161553382873535,3.8522534370422363,3.8755197525024414,3.891469717025757,3.9040534496307373,3.9129655361175537,3.925766944885254,3.9367740154266357,3.9552316665649414,3.981180429458618
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,2,1990-12-31 00:00:00,4.480000019073486,4.013643264770508,4.00996208190918,3.947970151901245,3.970846176147461,3.987112283706665,4.001600742340088,4.013643264770508,4.0235700607299805,4.0381293296813965,4.049675464630127,4.067741870880127
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,3,1991-12-31 00:00:00,4.380000114440918,4.085057735443115,4.078914642333984,4.030243396759033,4.04433012008667,4.058757305145264,4.069094181060791,4.085057735443115,4.092766761779785,4.102827072143555,4.115315914154053,4.129133701324463
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,4,1992-12-31 00:00:00,4.809999942779541,4.126047134399414,4.1250433921813965,4.078341007232666,4.090459823608398,4.096158504486084,4.1136369705200195,4.126047134399414,4.132561683654785,4.144724369049072,4.160357475280762,4.176676273345947
chronos_m1_yearly,90:target,90:target::origin=0,0,deepar,0,1641975837,samples,5,1993-12-31 00:00:00,4.710000038146973,4.152534484863281,4.155787467956543,4.10309362411499,4.126251220703125,4.136356830596924,4.142692565917969,4.152534484863281,4.164981842041016,4.1760478019714355,4.191110134124756,4.219048023223877
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,0,2010-06-02 12:00:00,17.700000762939453,17.729656219482422,17.754589080810547,17.591144561767578,17.591144561767578,17.729656219482422,17.729656219482422,17.729656219482422,17.785062789916992,17.8681697845459,17.8681697845459,17.882020950317383
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,1,2010-06-02 13:00:00,17.700000762939453,17.4526309967041,17.476177215576172,17.314119338989258,17.424928665161133,17.4526309967041,17.4526309967041,17.4526309967041,17.508037567138672,17.591144561767578,17.591144561767578,17.591144561767578
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,2,2010-06-02 14:00:00,17.100000381469727,17.037092208862305,17.003847122192383,16.89858055114746,16.89858055114746,16.89858055114746,17.037092208862305,17.037092208862305,17.037092208862305,17.037092208862305,17.037092208862305,17.17560577392578
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,3,2010-06-02 15:00:00,16.799999237060547,16.621553421020508,16.66726303100586,16.48303985595703,16.621553421020508,16.621553421020508,16.621553421020508,16.621553421020508,16.76006507873535,16.76006507873535,16.76006507873535,16.76006507873535
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,4,2010-06-02 16:00:00,16.5,16.344528198242188,16.35283851623535,16.20601463317871,16.20601463317871,16.344528198242188,16.344528198242188,16.344528198242188,16.344528198242188,16.344528198242188,16.48303985595703,16.48303985595703
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,5,2010-06-02 17:00:00,16.200000762939453,16.20601463317871,16.16168975830078,16.067501068115234,16.067501068115234,16.067501068115234,16.067501068115234,16.20601463317871,16.20601463317871,16.20601463317871,16.20601463317871,16.344528198242188
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,6,2010-06-02 18:00:00,16.5,16.48303985595703,16.478883743286133,16.344528198242188,16.344528198242188,16.344528198242188,16.48303985595703,16.48303985595703,16.48303985595703,16.48303985595703,16.621553421020508,16.621553421020508
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,7,2010-06-02 19:00:00,17.899999618530273,17.8681697845459,17.83631134033203,17.729656219482422,17.729656219482422,17.729656219482422,17.729656219482422,17.8681697845459,17.8681697845459,17.8681697845459,17.8681697845459,18.006683349609375
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,8,2010-06-02 20:00:00,19.399999618530273,19.39181137084961,19.39458465576172,19.253299713134766,19.39181137084961,19.39181137084961,19.39181137084961,19.39181137084961,19.39181137084961,19.39181137084961,19.39181137084961,19.530324935913086
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,9,2010-06-02 21:00:00,20.899999618530273,20.776941299438477,20.825422286987305,20.638429641723633,20.776941299438477,20.776941299438477,20.776941299438477,20.776941299438477,20.776941299438477,20.915454864501953,20.915454864501953,20.915454864501953
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,10,2010-06-02 22:00:00,22.200000762939453,22.16206932067871,22.216089248657227,22.16206932067871,22.16206932067871,22.16206932067871,22.16206932067871,22.16206932067871,22.16206932067871,22.30058479309082,22.30058479309082,22.30058479309082
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,11,2010-06-02 23:00:00,23.299999237060547,23.270174026489258,23.261865615844727,23.131662368774414,23.131662368774414,23.270174026489258,23.270174026489258,23.270174026489258,23.270174026489258,23.270174026489258,23.270174026489258,23.408687591552734
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,12,2010-06-03 00:00:00,24.200000762939453,24.239765167236328,24.206523895263672,24.10125160217285,24.10125160217285,24.10125160217285,24.239765167236328,24.239765167236328,24.239765167236328,24.239765167236328,24.239765167236328,24.253616333007812
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,13,2010-06-03 01:00:00,24.799999237060547,24.655305862426758,24.742570877075195,24.655305862426758,24.655305862426758,24.655305862426758,24.655305862426758,24.655305862426758,24.7938175201416,24.7938175201416,24.7938175201416,24.932331085205078
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,14,2010-06-03 02:00:00,25.200000762939453,25.070844650268555,25.135942459106445,25.070844650268555,25.070844650268555,25.070844650268555,25.070844650268555,25.070844650268555,25.2093563079834,25.2093563079834,25.2093563079834,25.2093563079834
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,15,2010-06-03 03:00:00,25.200000762939453,25.2093563079834,25.214895248413086,25.070844650268555,25.070844650268555,25.167802810668945,25.2093563079834,25.2093563079834,25.2093563079834,25.25090980529785,25.347869873046875,25.347869873046875
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,16,2010-06-03 04:00:00,24.899999618530273,24.932331085205078,24.953109741210938,24.7938175201416,24.7938175201416,24.932331085205078,24.932331085205078,24.932331085205078,24.932331085205078,25.070844650268555,25.070844650268555,25.070844650268555
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,17,2010-06-03 05:00:00,24.5,24.378276824951172,24.3907413482666,24.239765167236328,24.239765167236328,24.378276824951172,24.378276824951172,24.378276824951172,24.378276824951172,24.378276824951172,24.51679039001465,24.51679039001465
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,18,2010-06-03 06:00:00,23.799999237060547,23.685712814331055,23.641386032104492,23.54720115661621,23.54720115661621,23.54720115661621,23.685712814331055,23.685712814331055,23.685712814331055,23.685712814331055,23.685712814331055,23.82422637939453
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,19,2010-06-03 07:00:00,22.600000381469727,22.57761001586914,22.533283233642578,22.439098358154297,22.439098358154297,22.439098358154297,22.57761001586914,22.57761001586914,22.57761001586914,22.57761001586914,22.57761001586914,22.716123580932617
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,20,2010-06-03 08:00:00,21.200000762939453,21.192480087280273,21.204946517944336,21.05396842956543,21.192480087280273,21.192480087280273,21.192480087280273,21.192480087280273,21.192480087280273,21.33099365234375,21.33099365234375,21.33099365234375
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,21,2010-06-03 09:00:00,20.299999237060547,20.361404418945312,20.325389862060547,20.222890853881836,20.222890853881836,20.222890853881836,20.361404418945312,20.361404418945312,20.361404418945312,20.361404418945312,20.361404418945312,20.499916076660156
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,22,2010-06-03 10:00:00,19.600000381469727,19.530324935913086,19.506776809692383,19.39181137084961,19.39181137084961,19.530324935913086,19.530324935913086,19.530324935913086,19.530324935913086,19.530324935913086,19.530324935913086,19.66883659362793
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,23,2010-06-03 11:00:00,18.799999237060547,18.83776092529297,18.8059024810791,18.699247360229492,18.699247360229492,18.699247360229492,18.83776092529297,18.83776092529297,18.83776092529297,18.83776092529297,18.83776092529297,18.976272583007812
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,24,2010-06-03 12:00:00,17.899999618530273,17.8681697845459,17.915264129638672,17.729656219482422,17.729656219482422,17.8681697845459,17.8681697845459,17.8681697845459,18.006683349609375,18.006683349609375,18.006683349609375,18.14519691467285
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,25,2010-06-03 13:00:00,17.799999237060547,17.591144561767578,17.61607551574707,17.4526309967041,17.56344223022461,17.591144561767578,17.591144561767578,17.591144561767578,17.591144561767578,17.729656219482422,17.729656219482422,17.729656219482422
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,26,2010-06-03 14:00:00,17.299999237060547,17.17560577392578,17.139591217041016,17.037092208862305,17.037092208862305,17.037092208862305,17.120201110839844,17.17560577392578,17.17560577392578,17.17560577392578,17.17560577392578,17.314119338989258
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,27,2010-06-03 15:00:00,16.899999618530273,16.76006507873535,16.760066986083984,16.621553421020508,16.621553421020508,16.76006507873535,16.76006507873535,16.76006507873535,16.76006507873535,16.76006507873535,16.89858055114746,16.89858055114746
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,28,2010-06-03 16:00:00,16.700000762939453,16.344528198242188,16.405471801757812,16.20601463317871,16.344528198242188,16.344528198242188,16.344528198242188,16.344528198242188,16.48303985595703,16.48303985595703,16.48303985595703,16.621553421020508
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,29,2010-06-03 17:00:00,16.399999618530273,16.20601463317871,16.21709442138672,16.067501068115234,16.067501068115234,16.20601463317871,16.20601463317871,16.20601463317871,16.20601463317871,16.344528198242188,16.344528198242188,16.344528198242188
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,30,2010-06-03 18:00:00,16.600000381469727,16.621553421020508,16.610471725463867,16.48303985595703,16.48303985595703,16.48303985595703,16.48303985595703,16.621553421020508,16.621553421020508,16.621553421020508,16.76006507873535,16.76006507873535
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,31,2010-06-03 19:00:00,18.100000381469727,18.006683349609375,17.973438262939453,17.8681697845459,17.8681697845459,17.8681697845459,17.8681697845459,18.006683349609375,18.006683349609375,18.006683349609375,18.006683349609375,18.14519691467285
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,32,2010-06-03 20:00:00,19.600000381469727,19.530324935913086,19.530324935913086,19.39181137084961,19.39181137084961,19.39181137084961,19.530324935913086,19.530324935913086,19.530324935913086,19.530324935913086,19.66883659362793,19.66883659362793
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,33,2010-06-03 21:00:00,21.100000381469727,20.915454864501953,20.966703414916992,20.776941299438477,20.915454864501953,20.915454864501953,20.915454864501953,20.915454864501953,21.05396842956543,21.05396842956543,21.05396842956543,21.05396842956543
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,34,2010-06-03 22:00:00,22.399999618530273,22.30058479309082,22.3670711517334,22.16206932067871,22.30058479309082,22.30058479309082,22.30058479309082,22.30058479309082,22.439098358154297,22.439098358154297,22.439098358154297,22.439098358154297
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,35,2010-06-03 23:00:00,23.5,23.408687591552734,23.436391830444336,23.270174026489258,23.408687591552734,23.408687591552734,23.408687591552734,23.408687591552734,23.408687591552734,23.54720115661621,23.54720115661621,23.54720115661621
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,36,2010-06-04 00:00:00,24.399999618530273,24.239765167236328,24.311790466308594,24.239765167236328,24.239765167236328,24.239765167236328,24.239765167236328,24.239765167236328,24.378276824951172,24.378276824951172,24.378276824951172,24.378276824951172
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,37,2010-06-04 01:00:00,25.0,24.932331085205078,24.8935489654541,24.7938175201416,24.7938175201416,24.7938175201416,24.932331085205078,24.932331085205078,24.932331085205078,24.932331085205078,24.932331085205078,25.070844650268555
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,38,2010-06-04 02:00:00,25.399999618530273,25.347869873046875,25.286924362182617,25.2093563079834,25.2093563079834,25.2093563079834,25.2093563079834,25.347869873046875,25.347869873046875,25.347869873046875,25.347869873046875,25.347869873046875
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,39,2010-06-04 03:00:00,25.299999237060547,25.347869873046875,25.360336303710938,25.2093563079834,25.2093563079834,25.347869873046875,25.347869873046875,25.347869873046875,25.347869873046875,25.48638153076172,25.48638153076172,25.48638153076172
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,40,2010-06-04 04:00:00,25.100000381469727,25.070844650268555,25.117937088012695,24.932331085205078,25.043142318725586,25.070844650268555,25.070844650268555,25.070844650268555,25.2093563079834,25.2093563079834,25.2093563079834,25.347869873046875
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,41,2010-06-04 05:00:00,24.600000381469727,24.51679039001465,24.545879364013672,24.378276824951172,24.378276824951172,24.51679039001465,24.51679039001465,24.51679039001465,24.655305862426758,24.655305862426758,24.655305862426758,24.669157028198242
chronos_m4_hourly,207:target,207:target::origin=0,0,chronos_t5_tiny,0,862793191,chronos_samples,42,2010-06-04 06:00:00,23.899999618530273,23.82422637939453,23.781286239624023,23.685712814331055,23.685712814331055,23.685712814331055,23.685712814331055,23.82422637939453,23.82422637939453,23.82422637939453,23.82422637939453,23.962739944458008
